item_id,name,cuisine
Bt7lGzIlPGc13iCXoc-TIw,Prime,steakhouses
5nCo6iU2uysEthHY5m72Jw,Drugstore Café,
KJK7ihnpTeHXOy9rxORpGQ,Pinot Brasserie,french
a9fNfb-CIF4MnDnvX5tkOw,The Cafe at Monte Carlo,american (traditional)
Uhw6U1Nj-wtl2cSj2nrTrQ,The Coffee Shop,american (traditional)
-2n-OHbbwIv3SY8RP9bgTQ,Maggiano's Little Italy,italian
ngNvH4sxnH9aMukTZ67R_Q,Carnival World Buffet,buffets
6ii5JM4zVaonwvgVcj9mfQ,IHOP,american (traditional)
2dioqPw6txEgB397frYg-A,Tamba Indian Cuisine & Lounge,indian
DmePZG8oflIXPukeHNv38A,Pizzeria Francesco's,italian
0_LZEAYsexEZS-OFTjdjNQ,Flavors The Buffet,buffets
A71fIjJHDvnOFYeL_Jkv7A,In-N-Out Burger,fast food
rBPQuQgTcMtUq5-RYhY2uQ,Le Village Buffet,buffets
tcphcsPONrP82kUyvcELoA,Noodle Asia,chinese
5FLRsYrT6w2VSDvQDhphXg,Fiamma Trattoria & Bar,italian
vW4G1hwiW6LkuhAfbeRfqg,Le Cafe Ile Saint Louis,french
Sqo1BQUqcV4goQEeWsDMsQ,Sahara Buffet,buffets
AbwqwmeGWDFtXuQkW4_xnw,Denny's,american (traditional)
XZpUbduFE3HUbFkt1Zk3aA,Victorian Cafe,chinese
E9ZsPtGovfEPHlMHkDdlQA,Noodles,chinese
f6KGn2OyYk6LWEpnUEgerw,Kahunaville Island Restaurant,caribbean
IWA1J9m0rzU8AgXRjXJUoQ,Phil's Italian Steak House,steakhouses
KlAARyLySLdoyT8QxJFSIg,The Prime Rib Loft,steakhouses
N50HceZf1595UtU867u4uQ,Fleur by Hubert Keller,tapas/small plates
4uGHPY-OpJN08CabtTAvNg,L'Atelier de Joel Robuchon,french
Me4q6iXSjJyFsfKx-l3kcw,Il Mulino,italian
4DuG6_TQRCe4kpytKBp0Ag,The Salt Lick Bar-BQ,barbeque
cWFpyN49FRsFrNd3_cb50g,Kimchi Korean Bbq,barbeque
ZZcKMWza1-GqrmhzFHW_mw,Tintoretto Restaurant and Bakery,italian
6BuCNx2gO_GYiXm2KRdMXQ,24 Seven Cafe,cafes
gXrOoqHL_VDpOzli_DG1VA,Sapporo,japanese
TzOTe6yecv99lZuKQ6fPfA,Raffles Cafe,diners
J4qLz0nGzCTMf6-kf_SiQg,Carnegie,sandwiches
GJp4zTQPPsCEkUitopGfAQ,Stack Restaurant & Bar,american (new)
23SJEjfyU5gxY2chAKhgcw,Orchids Garden Chinese Restaurant,chinese
RYNuWml56IY9woKqyLarnQ,Sushi Avenue & Steak House,japanese
PJoiSHK9Pf9BNKf_xB9gFA,Neonopolis,american (new)
Z1KDov5DRTG-rYF_6TyO1A,Verandah,italian
2BsEO4TZwg12dOl-FGijsQ,Pharoah's Pheast Buffet,buffets
DW6SI2KxcfXBHeo9jEr4lQ,Pyramid Cafe,diners
b8GZnPFdf9OskIFZp3-qSA,Omelet House,american (traditional)
1yx2zLskVTe5WQdYjL2Apw,Egg & I,sandwiches
qXG8IlKuvy5k9fJ3y2gLgg,Nobhill Tavern by Michael Mina,american (new)
-VnVvJzps8QkDbc1GmHnmQ,Studio Café,cafes
C_lTRsrL5LQAyd3_fnoBdg,Steakhouse 46,steakhouses
RuMsh0CBFTdddwx1jiGT0Q,The Dam Restaurant,american (traditional)
wxf6JIS3U1U7d_GMwppq8Q,Augustus Cafe,american (traditional)
gsQ1ZB3nzUCo93kqougigA,Cheeseburger,burgers
tj1QON3SD7zzp6BE5BTLLw,Paradise Café,american (traditional)
JQNOv7QlaF0giKAKCn61yw,Ohana Hawaiian BBQ,hawaiian
FmsSGHdahYI6VarnoQhGcA,Sandbar,cafes
cTz7lxA0AdWKMba6Bvsi3g,Carrabba's Italian Grill,italian
HI7tHbCuLMV9MzXXDPamjA,Fatburger,fast food
lyC2KqGiFIwct39jbdIdJg,The Capital Grille,steakhouses
c12WDNrP2wyQgbnEYDdxCw,MGM Grand Buffet,buffets
aYEs_eXqnV8Ifj3Bp0bHwQ,Sensi,asian fusion
uqisw8IXD5ZutU4MT2MQVw,Social House,asian fusion
UpMR63WZgIn8VDKnYpDwXA,Cafe Bellagio,cafes
tI3J5jomrBs--n7r92186g,Ping Pang Pong,chinese
3o6Jr6gjh_IulczcWdt_Aw,Sherwood Forest Cafe,american (traditional)
Shy4HqmyEewCLvq7Ub3Whg,Gilley's,barbeque
en2O4AiS0NDZ1AHgzYKzBA,Famous Dave's,barbeque
o7wCVuIalf_WbMJ1oX6Dnw,Garden Buffet,buffets
OeinO4b26UcICbrLxoj3DQ,Triple George Grill,steakhouses
39LBSx2xXIWy1PzSmX0gVg,Amigos Tacos,mexican
KEAcdirCmRgS7tYZrOpm7w,Nathan's Famous,hot dogs
tn5SXZvWiT-uVsjXLGSrww,Village Seafood Buffet,buffets
sbPAI0IBqqK54_rg0C_Sxg,Treasures,steakhouses
69oTrXljeMNnA8VXd3HRVQ,Roberto's Taco Shop,mexican
9aUJRtkW_WXFnsq2En7qkA,Pho 777,vietnamese
OdKCcB8skRPVSk7yBGwang,Market Street Cafe,hawaiian
uCoNIQty4nPrhn_WHo110A,The Cheesecake Factory,american (new)
qXFAEWRjEgXO3RXOzMAjBg,Thai Vegas,chinese
xfwRO04KbAPw_zRotCfWQQ,Hash House A Go Go,american (new)
u7-9OD_9qc6PDYlMk0-VcA,Raising Cane's,chicken wings
lRjt0jii_pyhSH8Z3E7EmQ,Hyakumi,japanese
9Bnc9YP0n5cR57xkP6fQmQ,Top of the World Restaurant,american (traditional)
DTtIi7avC0Ed-tMZAAx4wA,Jin Mee Korean BBQ Restaurant,barbeque
EppRsj7YUChmu9rXb38LKg,TC's Rib Crib,barbeque
gGeVLZ9j_wAYKbaqgnKSJA,Tao Asian Bistro,asian fusion
TWNjTof9SeYi3I-x53MpGg,Makino,japanese
PaLcd9gO8wJyix-L9vjHZw,Hannah's,asian fusion
U87W6T9vjwWnp28Zjnn4pQ,Triple 7 Restaurant & Microbrewery,american (traditional)
RD83slMtxNqRZ1cIe6b4Ng,Pullman Grille,steakhouses
RhuMVpo6iqdE8PBv0HcX5w,Monterey Room,chinese
NK-8zniVfA21IQoQCynrDg,America,american (new)
40VsC3U_JLufzJ6b5GhXTg,Kobe Sushi Bistro,japanese
kAXwEMkpcKMObw45QJGqnw,Toby Keith's I Love This Bar & Grill,american (traditional)
1mdFPa5DNCwhM7QGfypuyA,Tinoco's Bistro,italian
jphuU3ttPugYr0lTBxtp_A,La Salsa Cantina,mexican
ILoDsxtqtLU2oTMaf_laGQ,Baladie Café,mediterranean
_LsGlbpybDbENusCXuEpyQ,JJ's Boulangerie,breakfast & brunch
B0xZBB7-oBEiAf_IdqpFWw,Prima Pasta,italian
WP7xXx3AnBP0o-NVK5omoQ,Cafe Moda,filipino
Sb3xeEYG-uEEWcWqsLTZUA,Noodle Palace,chinese
cgFiAUsYCiw9RBX4SgkZUA,Terra Rossa,italian
P0fdd-AyeJMcCD6PYT30WQ,Nagoya Japanese Restaurant,japanese
HyfFenprdpIA4rmKu6DW3g,Oyster Bar,seafood
hCxNymBRhx7eQZdxGCjvXQ,Mi Casa Grill Cantina,mexican
_b9r3punxdaieKCGsIoS3w,Rosewood Grille,seafood
Fklm4Zi7nloG1SfLpnmEkA,Nove Italiano,italian
LXvueihSmsfvlCHkrz8gLw,China Grill,chinese
ZA7GsC5JNswGGXSjsGwUug,La Scala,italian
AumuGuTg3HqvtwbLPi-ZCg,Satay Thai Bistro & Bar,chinese
rwgU2XEFJ7nyCHvUnEC5ww,La Salsa Cantina,mexican
eKEfEAftcaZB5ULXSyoT5w,Nothing Bundt Cakes,
8zL3V6rmFKBess3bxPLAoQ,Cravings Buffet at Mirage,buffets
Gn7bMxhZgY0bivsthvJWJQ,Bayside Buffet at Mandalay Bay,buffets
_zrSQdISpB_qry9tb098rw,Rao's,italian
MXqmV0513hptrtjihDdf3Q,Vintner Grill,american (traditional)
4Iqcne2F4qY8lahrPA81rA,Merkato Ethiopian Cafe,ethiopian
8zTes4kUSoM161AD7G6DsQ,Zoozacrackers Deli,
3TBKPNI-oNbGnC2VB27-qg,Big Mama's Soul Food Rib Shack,barbeque
whJLVLRto7nVjmwk_XBV3g,Fleming's Prime Steakhouse & Wine Bar,steakhouses
4h8_u6Fqm3JvUEq8ctWf-A,T-Bones Chophouse,steakhouses
dVAurLD1bBIi9IvuMFoL5g,N9NE Steakhouse,seafood
wE_exQZBL8sMy2DilI5qAQ,Wingstop,american (traditional)
W_DMoZNrcv9cfYuadwNMmQ,Kilroy's,american (traditional)
HsAYzU2-Z_vZAaRqHbcP8g,Archi's Thai Kitchen,thai
A-wbnt6g19IWirBswkzsig,Samba,brazilian
PiDKW4Tqn98_D8WUcBQZow,Grand Café,cafes
WS1XuIez_2KP-3RJD-r9kg,THEcafe at THEhotel,american (new)
XInU2SUuNK-IgnT-sEIvGA,Japonais,japanese
kFmud3f8H8GSO8eeHDNfrA,Table 34,american (new)
1we3mDehB1V7IYX9hIoeTQ,Cortez Room,american (traditional)
-ypSXxstO11bNUl2Lhf5KQ,Sourdough Cafe,sandwiches
oerixQiFOO0rzaPkjkDNTA,Les Artistes Steakhouse,steakhouses
8-HkVgPClpSli0ug3Uk-sQ,Harbor Palace,chinese
gVYju3XRcO1R4aNk7SZJcA,Guy Savoy,french
XDYnLQC8ViZejuCDp4eCwg,STRIPSTEAK,steakhouses
UzL9TyWtUsHrNT5sRZYwiw,Island Buffet,buffets
ROlYDMi1U3LaHStmuELRxQ,Outback Steakhouse,steakhouses
jiQwNP0HovE-NZB-plOWxA,Agave,mexican
G9KKI4P4D9LiPkbTTZLXdA,Feast Buffet,buffets
qpptyM9Dfns3AW5E_lsu6Q,Origin India Restaurant & Bar,indian
r-SMWki62MIjPlsSRdlBVw,Grand Wok,japanese
trC8BtTuNJniFaCaK1IQ4w,Swish Shabu Shabu,japanese
UhEaLvp_WTlzhnXdP-U8Bg,Dragonfly,sushi bars
LuAClnM_sUmLbFsK4ODWiw,Sen of Japan,japanese
MqPRtyOXXJF-uUYJPK-5sA,In-N-Out Burger,fast food
p2OalJojTCfCYJpGEmcusg,Sirrico's Pizza,pizza
xxq3nX34tsqAtcsSm21rHQ,Wichcraft,sandwiches
n_d7HDsTdLc9IWwuPHBNlg,The Fat Greek,mediterranean
3W59npo0X8utnGYLxl8GvA,Opa Restaurant,mediterranean
hHf_exlsXNC7zyEWyO0b3g,Schoop's Hamburgers,
jbToVT09cmHMfxCITDBGIQ,Canter's Delicatessen,sandwiches
4uDW2Rp9eAPL5BUd5C5-bA,Kona Grill,sushi bars
ozfvymkBqw8j0Oa_tC5mpA,Thai Taste,thai
9OFr3nlEDwncUNgbqFKd5w,Pin Kaow Thai,thai
VdpO2eJQy3zRxySElLXsMw,Jersey's Bar & Grill,american (traditional)
UDChQLVuz9SYgyyIoEqDkQ,Cheers Bar & Grill,american (new)
ocCzxkuTYjUtujlMLlEE3g,Lahaina Grill,sushi bars
0InQd9vuhRc98OksC3Ks8Q,Buffet Roundtable,buffets
JrYiY9Kw6EtH390tXio_IA,Nina,japanese
NCVmm5-crBCYCzNumZ90FA,Mickie Finnz,seafood
gdZXl6ADOJIHhq0C78JlPA,Cafe Mitz,japanese
pe6auP0feE_GPjt0h4RsjA,Teriyaki House,japanese
y5BUbjBZGvf4tAk_TCSXzA,Pad Thai Restaurant,thai
-s9Vc4QS91I4DUfR9V4VgA,Putter's Bar & Grill,american (traditional)
eyYyJ2aOOo0sLHU_ThextQ,Zodie's,american (new)
BW1JCE3Qj4uIokg7kLUL7w,Wolfgang Puck Bar and Grill,american (new)
GfuApsBX3jHdZGgWi8PTag,Mantra Masala,indian
6ZGiMSM9cesy3ipHJoruVg,Cafe Hookah,mediterranean
z5CwyvKLt88rmWMG-H6MoQ,Jillian's,american (traditional)
hN0eltVGO44BocEknPliiA,Rialto Deli,delis
ejS_lQteyzG6PR4gxZN-FQ,Paradise Cantina,mexican
SyhuQ69i6PYr4q-4kHrKFA,Hash House,breakfast & brunch
GsNwdJXtvPP5534_huTeSA,The Slanted Clam Tavern,american (traditional)
P8gXyZy1ZS7B4S20q8hzPQ,Naked Fish's Sushi & Grill,japanese
Pt5AYjhzoU93biVeVahLKw,MadHouse Coffee,sandwiches
59OLV6lukp92lkTfYDo6lA,Havana Grill,cuban
PU5jA1bzjbNCyFfCmjqTlw,Silverado Steakhouse,steakhouses
50nln4YPr0QDo_v1uBmHfg,Bouchon Bakery,french
1lqT4TrvR-EJAXc4Zr3cjA,Rainbow Bar and Grill,american (traditional)
r5UCwy5gCwZKYgO6-yV-fA,Jimmy John's Gourmet Sandwiches,sandwiches
50qBeXIUefMhJiZDZRMRBA,IHOP,american (traditional)
WXBNF7nBQSeKdxC6gOOO7A,Soul 2 Soul Bistro,caribbean
1u0JcvPFQz9TIYrT1GnEhw,Johnny Rockets,sandwiches
bdaxZvnon4-GIcKYk0JnEw,Taco Time,mexican
VxV3IHS33O4ha71ABE8J0A,Yoshinoya,japanese
oLqW-x0egbOi0I8uOZ7Gwg,Bougainvillea Café,diners
Hb6n-TyLhEDdCyPyH3E3oQ,Dae Jang Keum Korean BBQ & Tofu Restaurant,korean
lnUXlYMh0UfrtVfnYo9mvw,Shuseki,japanese
u226lKOMjUPDSrUK90EmPg,Bajio Mexican Grill,mexican
p097BtRl0skrVC4t1FCelg,Thai Original BBQ Restaurant,barbeque
qS1e8z6XXjN2IewBAfq5_g,Roberto's Taco Shop,mexican
k-D2NUfaUbuQzPaMXniXcA,The Pub at Monte Carlo,american (traditional)
PSFWA3pgyB0-uE6hG2GXAQ,Capital Seafood Restaurant,chinese
NgtHeii61KsVwqNjXIwX-Q,In-N-Out Burger,fast food
io-DMLbRaUEdjqXmKjXsQw,Cabo Mexican Restaurant,mexican
5RNJU6rfmBg8gCiuV-Kz4g,Sonic Drive-In,fast food
fZVZeZJkziJ7B1rIcmT3Iw,Sierra Gold,american (new)
qmIT3LC-kMNiOy7_XpWNUA,Marilyn's Cafe,american (traditional)
TWCrD7hDDDeCICyQ32NyhQ,Pizza Palace,pizza
LJxNzBCR383zSpe0jdU04Q,Capo's Italian Cuisine,italian
RnAb3jj64-4CXqf8la7nmw,Chicago Dogs,hot dogs
kx0P3BmdL7GUxjsGQnm7pg,Tides Oyster Bar,seafood
btp0v0Qk7CmOmuMdt3aqkQ,Smith & Wollensky,steakhouses
vZ2dPk0fPQu4wrXx-DKeDw,Einstein Bros,delis
vEeiIvhzz29rO-6EPFqkjQ,Tableau,american (new)
zehWnERkDLir0lDxxtVXPQ,Feast Buffet,buffets
bFXlrZNsDOEhSW-Qnkt3mQ,Nanay Gloria's,filipino
vbcdf7dXxfc3uyOoi7ryyA,Bistro Buffet,buffets
WfdHpV_TeaftuwIGcwBQBQ,The Cantina Mexican Restaurant,mexican
KIn7cdF9NCjhYF6SfFFUVQ,French Market Buffet,buffets
ECbznso003XMWuS5jfClyw,Shanghai Lilly,chinese
0jETMJNxaeKAlE_Ts0lruQ,Little Caesars,pizza
BtblCdzuNjKyfgBKSJf8Gw,Wienerschnitzel,hot dogs
rNahhyqDlouyDMHh57p3ug,B&B Ristorante,italian
b25jGkZerj2M4WAy95n1Tg,Pampas Churrascaria,brazilian
Q3klrPwtiLO5WS2LWXIvpA,New Shanghai Restaurant,chinese
IajLEuqz49slYhVoFGZapg,Lanai Express,chinese
UW2gLVwL3qbh9ucnb0JjyQ,Oyster Bar at Harrah's,italian
a1t31qMLd5fQocEjbSJ61A,Noodle Shop,chinese
WzjRM6h6dZFBwr1rvwjvPQ,Bamboo Bistro,vietnamese
Rzg2-ugIG_UxQCN_JqXDcA,Mr Tofu,korean
eVBoSU_epwPsN3SUo0-ZOQ,Jimboy's Tacos,mexican
bNOx8Q50Q6bLxjSBmQDpwg,Bob's Big Boy,american (new)
T9WBfNphrozj0Ww4pyAAww,Heidi's Brooklyn Deli,salad
H52LFxw13LBS6_ewxCwlfg,Blondies Sports Bar & Grill,american (traditional)
I0JkRhKGH4r__DB32FUaJA,Tri-State Pizza,sandwiches
JUATTlFUONx_er9_YRFDrw,M & M Soul Food Cafe,southern
bkm38p8gjvYqzNROj3oYrQ,Seafood City Supermarket,filipino
6gm0pYy-YQRJwtavzlXUJw,Burger Palace,burgers
FcbmXlWUcbrYJeEDKBywEA,Viva El Taco,mexican
thSTca8QNPLejpSDoharcQ,House of Lords at Sahara Hotel and Casino,steakhouses
ZCkh7L0HyZ8L9RclT7A_cw,All-American Bar & Grille,american (traditional)
GVbH-lCr1b122ouFueNihw,Nanay Gloria's Filipino Fastfood and Asian Market,filipino
cXciYOqcntGXoP4rHkvnDw,Popeye's,
eZR0Voh6f03opb4fEhsfUQ,Rockin' Baja Lobster,seafood
Ni9aqkG_fNWrH02VNlRhLQ,Pho Thanh Huong,american (new)
I6Og6AURCkhvsUuZclZOQQ,Hamada of Japan,japanese
0x4NXJFSQRRUNONxINTjWQ,Joe's New York Pizza,pizza
qJrZMwAfkPrOB6mhjPfv8A,Panini Cafe,sandwiches
Atp1VH9m4_BizRyFluM-oA,HoneyBaked,delis
NG1p4b7a83krNyX08ssPTQ,Pizza Hut,pizza
ENKGZWnnecBWVtJ3zTOQQQ,Subway,sandwiches
slMC-vf5tw4v5sSMY-7a1Q,Jack In the Box,fast food
4Wh3iGYkum6_4YZQTgw41Q,Subway,sandwiches
C9EmitKfcW6IuqA8mQKt1g,Taco Bell,tex-mex
XgfKcL7eBJE9B66qoaIlJQ,Freed's Bakery,american (new)
EByOF2mfGDvOYorPOCJW2Q,Taco Bell,tex-mex
UrM01YK5HirPueJKQX147A,Wendy's,fast food
z4FOVt2ogx8LANesMKPgLw,Taco Bell,tex-mex
df4A-a0txOfoSBzlBK7q5A,McDonald's,fast food
rfDTJLEwZZ2EGOZiTDdqQA,Sushi Roku,japanese
5uFygzVs7XnVVPpmw4EFMg,Fausto's Mexican Grill,mexican
w4b7gW_l4uL1DdWwwPTucw,Ricardo's,mexican
xkf923jszKh7RkQy7VulxQ,Village Pub & Poker,american (traditional)
0rBgNB2FKdIEKgNtiRa6Xw,International House of Pancakes,breakfast & brunch
W-UBevF6tFgX4WiA8PvdPA,Shucks Tavern & Oyster Bar,seafood
F15X6NKQiNuFcd5TeFgygg,Denny's,
iAmIyYVuQ8rDfbM-serqHA,The Olive Mediterranean Grill,mediterranean
y_L32uJc_sPupdjhb2YO-g,Sushi Bar Sage,japanese
EwDKWWLf0a1oW5EJ_ULhGQ,Villa Pizza,pizza
fQ1H-QJ1fHeFa87DswxTmA,Burger King,burgers
FcIzPQNp3I7W4zw4qBTs6w,Burger King,fast food
nBdUTu6WFZBaunP8OlvNMQ,McDonald's,fast food
m9xE2lgdgtfV-yrpuGQy5g,Subway,sandwiches
GN72XbUh61J5wWQyW2oZsQ,KFC,fast food
Nk_G8Z0iUfGlUZfIz3Scvw,Big Town Hero,american (new)
mVJIPDv-qfYlatHYeP_saQ,Strip House Steak House,steakhouses
6dLJtcFfD2kBbrOd42KHsQ,McDonald's,fast food
dbjXu4l-KKV3bhMTvzwi-Q,Rubio's Fresh Mexican Grill,mexican
L3SsS_yntv9vJUUUwzMYcQ,Lino's Pizza & Subs,pizza
smHk8_5PELTQMY5FPMaCqw,Mama Mia Pizza,pizza
57u7ZVNZnPV1yFf0oOdqQw,McDonald's,fast food
10Srj1qZfB9CsVAwef9_dQ,Sababa,middle eastern
SICGmsW87KK5AvDMya4A6A,Taco Maker,mexican
zNR_f_-Y89Hh6kQ5VoRy6g,Eat 'em Sandwiches,sandwiches
7XcrywweW93zN2YH1dTADA,Subway,sandwiches
S6Yknt3RNREcfzpOJ0unJg,China A Go Go,chinese
6qnB6AQSur85BLx6c11dOA,Hue Thai,chinese
NJK4GW2pjvmvAPQ_OXMHQw,Ali Baba Cuisine,middle eastern
sHTTvLg502AaITfVfMkecA,Giuseppe's Bar & Grille,italian
IVL7Yft-R-nJbmdjSilfog,Taco Bell,tex-mex
xNmU3k70I5Rpl9OnAre5gg,Baskin Robbins,food stands
BUFZGU2ux-JIGIozzdDiwQ,Subway,sandwiches
wdqucaPeyerBpRyaEpw6Yg,Del Taco,mexican
0FmQpDFbWRIPHYBInCTwlg,Jack in the Box,fast food
RbhgT2AjSamHF74FWOeoCg,Panda Express,chinese
bKP_m6qr3fs2UfKX_COeeQ,Rigos Taco,mexican
sX_RzD1FYZzb0sdC4qZGGQ,Del Taco,mexican
xx8DVj1NQfJR33B9e8t5vg,Fireside Restaurant & Tavern,american (new)
DWkmd7-PBz9bxwav9gaafw,World of Feng Shui,
ravINrZil-a_nAl95-KjDQ,Cugino's Italian Deli,italian
k7-EYqV5KmgcKjtp9Aw2Iw,McDonald's,fast food
Za1AyC9JXMQsfmkg9k_-Gw,Panda Express,chinese
XjFD7q3IcGwitJtkTsM59g,Subway,sandwiches
soPaitO3k3bviiEA6wI3qg,Mama Luigi's Pizzeria,pizza
MandyVkCOm5qzmhuqdku_Q,Champion Gourmet,chinese
1uEOxmsgI2zba8kLSrFDpA,Subway,sandwiches
Lq1sLz-UDRXBqduwXOvDyA,Subway,sandwiches
LE07Aw-kgW4OHpdBHWYe5g,Man Na,korean
RkXFIY3ntK74o1-2SCwnFA,Asian Express,chinese
qRgR2r1kuh1hn-tHRqC2sg,Morton's The Steakhouse,steakhouses
72aODHUIWKoBI3j4Pzr7sg,Jack in the Box,fast food
YBftkbXRwi-CB6zlAAk5DA,Bomas Bar & Grill,american (traditional)
h4GmXUxM07MTOlMiGa0KuA,The Maple Tree,gluten-free
FVR5EpCfQFCuT8L-77RZZQ,Asian Fresh,asian fusion
9T_NDeT-S9o9qhC7d5KPkA,La Sirena,mexican
YJmHANxQvmldWbxqzwdaQw,Jersey Mike's Subs,sandwiches
yXtCzVqUR6WYARQdawyevw,Charlie Palmer Steak,american (new)
bocNP3vhpTbP9dQdLZXu-A,McDonald's,fast food
vFCAzM6oQIAVG1kTuukL-g,McDonald's,fast food
GaAVP8Tn8uUrZtulQw2iXA,Shish Kabob House,middle eastern
BsPVtrxmqHeZ7BwORWLvrA,Burger King,fast food
1PSXa1NyhW21P-iTgEs1uw,Wing Stop,chicken wings
cdEyO3XRIrHH7ZCjCsxXqA,Pho Hoang,chinese
CWqpUlx6Gg7mMGSfPoepHA,Pizza Hut,pizza
n19c5xDZO6ojmiNJOhtUGA,Long John Silver's,fast food
84JrJfQPA9SLk4GVSBaorw,Taco Bell,tex-mex
BpR_oUAmIh6Q7Y_Y0Q_WmQ,Mexitalia X-Press,mexican
qCvRV9qcHKftXnT9IkmTqA,Long John Silver's,fast food
kSSvuD81S7T1Nrr2qsXVPQ,Chuck E Cheese's,pizza
f9G8rYZ-HpQvekvizABeKg,Las Americas,peruvian
VQAEtwQaWZPlEDTkBS7G3g,McDonald's,fast food
ddJK59dydw4vGgRZbcznzw,Angelina's Pizzeria,pizza
TsDD1Svyl1Oqf6HImW_jHw,Chili's Grill & Bar,tex-mex
KhWaq3lGLEUQjwJkMZHG_Q,El Pollo Loco,mexican
ZrxnXntC71qG7L0US1GVLA,Raising Cane's,chicken wings
8Mb6nc1Qt0cXWue67DJ1aw,Tacos Mexico,mexican
Lfjh90yNwBiUIGmVwM4ImA,Panda Express,chinese
TTwSbXCOr60ozQoz48mJew,Kfc,fast food
Hpc1wwhlPrVDp4BtozjcIA,Qdoba Mexican Grill,mexican
iLubiQC-OqI2WCg0-xs1rQ,Popeyes Chicken And Biscuits,fast food
CK_UGWewjljh1D1KiIhadQ,Roberto's Taco Shop,mexican
sBAueq0jUmlIH6vdgyP2aQ,Egg Works,american (traditional)
F8ezW6hYgmQYBmXOVjhytQ,Jack In the Box,fast food
a3adM4iw2_BfjP1-T0ZQLw,Samurai Sam's Teriyaki Grill,japanese
6SKnbcGt0M0r1XWk1pbzsA,Cafe Modena,pizza
crAGSlCyMRcBUiIVxKcuwg,Boston's,american (traditional)
vQo_kFaVjVa9H_nhRCz-Dw,Mother's Korean Grill,barbeque
iPIbM34qhj3Slz1HiWVYVg,Steiner's - A Nevada Style Pub,american (traditional)
DAha3IRYbGJh0UbvMHJ77w,Denny's Restaurant,breakfast & brunch
jHLQJg-v7YXiXT11OQSqCg,Taco Bell,tex-mex
H2DbpsEvor9kTf1-8OEwAA,Arby's Roast Beef Sandwich Restaurants,sandwiches
fIFe16c58gp6L1UAfLxGZA,Popeye's Chicken & Biscuits,southern
3jg7ixB6vZi9M_-Qh8Eoiw,Very Venice,
-vHjefFhHXkpB3gPTjoq9w,IHOP,diners
Muq939TfNZheQx6SI1pe0Q,China Joy,chinese
X2lg09ae5ysFtPTyE5x1AQ,Burger King,fast food
oOrqgxKCNuPwF3mlTBmgZw,Capriotti's,sandwiches
l3L25Yg_8E11tsS2D8ml-g,Thai Food To Go,thai
JtvwIwSl6rXVKacqP8avyw,California Pizza Kitchen,pizza
O3PwBTK-SnxsYJhimThhsA,Villa Pizza,pizza
23CYkAUCRd4JbTrvRR4I-Q,Bleu Gourmet,
a6qqkAEFYk-VtBzHMtvZHw,Redstone Grill,sandwiches
YVmP0J7WjYKvbhAknWIUaw,Shizen Japanese Restaurant,japanese
is6k_jAusCc8dJtO7DpNvw,K's Bbq,barbeque
xXPf6scUPzkoQ4uBvqzy_w,Seattle Dan's Pizza Pasta & Grinders,pizza
EjfF-4aI0rhtAHwXFRsVrQ,Outback Steakhouse,steakhouses
SnUxHYQK7pP72IlO-T9Skg,Sonic Drive-In,fast food
Cl6KfeDfh9FfWYV5cbz-zw,Khoury's Mediterranean Restaurant,middle eastern
jWiGtY7hTqBjbzN3yyRXbw,La Piazza,italian
GWXU5xROhcnMIUaUFEtubA,McDonald's,fast food
xuITVCoB3gj4S8jHvTvvsA,Carl's Jr,fast food
NxA9bmbZkY46NDgQu1Gzzw,El Diamante Restaurant,mexican
Crd82TFkF-cF5WF_qKuJ4A,Grotto Ristorante,italian
QOWcZPFc0RhErUcNGxT-3w,China Kitchen,chinese
WvcDPv5Kk2xAKhmUoFx7TA,Cypress Street Marketplace,fast food
-LL8qFtRQv3JY-48gs1xlw,Wendy's,fast food
z0rAS1Epu8VtVunP_QxbmQ,Taco Bell,tex-mex
VrOvy_k0uZoYcXQukEUMBA,Panevino Deli,italian
W3bJN2gbM-BcyNtfNxD_JA,Village Pub Bar & Grill,
e-5Vy_iwz8fH5EfKkiuWgg,Kan's Kitchen,chinese
bOvxdXGgqaJSzaOoh-VZLQ,"Arizona Charlie's Boulder Casino, Hotel & RV Resort",american (new)
DTrU6WJBnM2CEqz4FqJzMw,Dennys,diners
CkFFL2W3ChkOqHJj6GSk_g,Lucky Cheng's Restaurant,asian fusion
DTaaI8_d5bcFBWbiisls4w,Royal Persis,mediterranean
RjezrrbIOfkxz7-AHrh7iQ,Baja Fresh Mexican Grill,mexican
kZ7iDjUCfOuOAdQ4qu90nQ,KFC,fast food
9ldJxXqnRC_Zek_Bmka8dQ,KFC,fast food
7mCfOift6h53OF0kQlUXUg,Ito'y Sariling Atin,filipino
3Qjj3XefhTy2o_1aKpS3ng,Roberta's Steakhouse,steakhouses
jeLsCAGadupSoIZaAR23QA,Aurelio's Pizza,pizza
KaQNowYlRCvBJhSlskiugQ,Subway,sandwiches
3gxFy26l-1_s30Itk0OAYA,Rocco's NY Pizzeria,pizza
t1KqIrAt5KHS2Mz0mt3oQQ,McDonald's,fast food
NkKOaH1tjqUhZXvBIfjoaA,La Costa Del Sol,salvadoran
dQlvrZUS-BOxs9KperQbCg,Arby's,fast food
DYr8tAmbKmH9yHKzQ5nVMw,Tipps Thai Buffet & Live Cooking Station,buffets
